"dataset","disease_corrected","original_detail"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
"E-MTAB-12421","Normal_Early","E-MTAB-12421"
