"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"chr11-27422946-27423521",0.0494831654225898,0.395597698203405,0.066,0.048,1,"NS"
"chr6-26295518-26296930",0.0494947284560143,1.2307427364892,0.061,0.023,1,"NS"
"chr2-97709748-97711319",0.0495286538806654,1.15805248306166,0.071,0.028,1,"NS"
"chrX-109536365-109537653",0.0495339519703335,0.957761034977028,0.115,0.055,1,"NS"
"chr17-28356716-28357951",0.0495376635268815,0.513116927205293,0.205,0.128,1,"NS"
"chr11-70242660-70244301",0.0495413730828295,1.21871877884005,0.088,0.036,1,"NS"
"chr5-43395602-43397339",0.0495478439470837,1.46152494315354,0.053,0.016,1,"NS"
"chr17-40511872-40512968",0.0495738276625327,1.22215308148772,0.08,0.033,1,"NS"
"chr3-160983192-160984297",0.0495945080601143,1.3931400402851,0.051,0.019,1,"NS"
"chr18-50281004-50282134",0.0496535233442405,0.612374051125735,0.243,0.142,1,"NS"
"chr3-190562855-190563518",0.0496697906214514,1.44475556371793,0.055,0.02,1,"NS"
"chr19-1977641-1979097",0.0496952773493734,1.08527207504031,0.117,0.05,1,"NS"
"chr2-241271703-241273148",0.0497167617682168,-0.116836454823078,0.104,0.099,1,"NS"
"chr1-108646217-108647218",0.0497335731027505,0.432598833029976,0.099,0.067,1,"NS"
"chr21-39004748-39005173",0.0497476542511019,0.801886072316845,0.05,0.027,1,"NS"
"chr17-40341001-40342541",0.049773397329991,0.568838986895951,0.19,0.114,1,"NS"
"chr19-55075446-55076402",0.0498446857932866,1.17953550633193,0.099,0.04,1,"NS"
"chr1-27300057-27301100",0.049856262118172,-0.259316046586175,0.079,0.082,1,"NS"
"chr1-223992092-223993945",0.0498799849314717,0.477676646134516,0.222,0.134,1,"NS"
"chr17-50478353-50479766",0.0498800139001606,0.716461266572967,0.189,0.102,1,"NS"
"chr10-61931649-61932972",0.0498954368667336,1.10994688633122,0.076,0.033,1,"NS"
"chr6-149941388-149942601",0.0499116488104457,-0.178846920379357,0.064,0.059,1,"NS"
"chr22-37817445-37819041",0.0499367723507197,-0.195185940238195,0.054,0.054,1,"NS"
"chr12-7825119-7826357",0.0499475983168204,1.10303428022751,0.101,0.045,1,"NS"
"chr1-164558485-164560337",0.0499763035453364,0.903370636777749,0.126,0.061,1,"NS"
"chr12-104676408-104678064",0.049993890871917,1.21593940759037,0.093,0.041,1,"NS"
"chr16-28504876-28505869",0.0500206279475891,1.08566363343352,0.111,0.046,1,"NS"
"chr3-112378278-112379955",0.0500344671832895,1.08098797793422,0.118,0.054,1,"NS"
"chr17-7455262-7456596",0.0500390058688175,0.774574811778185,0.11,0.058,1,"NS"
"chr2-173963406-173966011",0.0500464825867806,0.392117381710092,0.404,0.272,1,"NS"
"chr5-56414822-56415861",0.0500833567755792,0.735251052260517,0.101,0.056,1,"NS"
"chr4-158805479-158805966",0.0500883734139922,1.071985360893,0.083,0.037,1,"NS"
"chr5-87251152-87253090",0.0501018663404615,1.02823312569783,0.11,0.051,1,"NS"
"chr3-194682378-194683097",0.0501381121907998,0.886022134646068,0.061,0.031,1,"NS"
"chr8-22922541-22923424",0.0501413351113301,1.06918590341423,0.088,0.037,1,"NS"
"chr9-136799699-136800604",0.0501502857700684,0.966650593024384,0.117,0.051,1,"NS"
"chr9-134411861-134412742",0.050154254341845,0.80437217293037,0.13,0.067,1,"NS"
"chr1-16903683-16905691",0.050160429627988,0.444642090593915,0.29,0.186,1,"NS"
"chr8-128176470-128177794",0.0501942373008303,0.891754240175421,0.138,0.07,1,"NS"
"chr14-74922477-74923455",0.0501955693574429,-0.12032100088814,0.084,0.083,1,"NS"
"chr4-146124154-146124984",0.0502051627606314,1.41764484180378,0.054,0.022,1,"NS"
"chr4-7021831-7022735",0.0502233901013069,1.0632739719554,0.126,0.059,1,"NS"
"chr4-168317537-168318982",0.0503149150925979,1.03417181817621,0.095,0.042,1,"NS"
"chr15-48644306-48646461",0.0503410563926092,0.105843326222341,0.05,0.044,1,"NS"
"chr4-140523468-140524790",0.0503562507787717,0.548592849581832,0.199,0.119,1,"NS"
"chr12-25194732-25196003",0.050369513179267,0.702522318907913,0.098,0.053,1,"NS"
"chr11-33735177-33737321",0.050381161846629,0.701629991696713,0.2,0.112,1,"NS"
"chr1-32100025-32101754",0.0503833477239201,0.70461748176925,0.144,0.082,1,"NS"
"chr3-48662573-48664354",0.0504069917376458,0.136923810024708,0.136,0.107,1,"NS"
"chr20-31674912-31675246",0.0504210353552408,0.669707421137647,0.071,0.041,1,"NS"
"chr7-128242436-128242941",0.0504571806736219,1.60810795016015,0.056,0.019,1,"NS"
"chr11-73972738-73974482",0.0504787306886631,0.846135289946838,0.117,0.055,1,"NS"
"chr11-10899274-10900522",0.0504834919530936,1.0825306523411,0.118,0.052,1,"NS"
"chr20-10034656-10035384",0.0504932481239533,0.961527370412137,0.077,0.036,1,"NS"
"chr1-85580293-85581758",0.0505247350024007,1.23713820677566,0.092,0.037,1,"NS"
"chr22-39299880-39300807",0.050525139177539,0.588614011542037,0.204,0.124,1,"NS"
"chr3-133887807-133888638",0.0505317142864183,1.26298959595389,0.09,0.036,1,"NS"
"chr12-14835887-14837108",0.05054626917689,1.35559630518853,0.07,0.026,1,"NS"
"chr9-128881598-128883109",0.050573319744417,0.503172355223419,0.186,0.113,1,"NS"
"chr18-9770944-9772493",0.0506297458464459,0.720523146643903,0.099,0.056,1,"NS"
"chr14-20970775-20971888",0.0506540719745449,0.908260509282356,0.121,0.061,1,"NS"
"chr9-126540018-126540919",0.0506944397381765,1.14889178644207,0.078,0.033,1,"NS"
"chr15-49169783-49171416",0.0507039448077411,0.870435492519367,0.09,0.046,1,"NS"
"chr10-25015794-25017203",0.0507062567078341,0.542427881749869,0.238,0.144,1,"NS"
"chr8-133082447-133082745",0.0507066024570019,0.709956327274521,0.058,0.032,1,"NS"
"chr6-41199820-41201401",0.050716441832474,1.013589390254,0.092,0.043,1,"NS"
"chr11-65441844-65442640",0.0507304224014973,0.89646499552011,0.104,0.054,1,"NS"
"chr16-30741448-30741956",0.0507891473092754,1.37872119731957,0.089,0.033,1,"NS"
"chr2-113626792-113627567",0.0508434222523172,1.02260441575101,0.062,0.028,1,"NS"
"chr6-109008715-109009974",0.050913257886538,0.465189350576836,0.182,0.113,1,"NS"
"chr17-68019486-68020676",0.0509667285840341,0.575099260069872,0.185,0.11,1,"NS"
"chr11-78325088-78325866",0.0509924720903412,1.33660620837055,0.057,0.023,1,"NS"
"chr1-153578319-153579344",0.051016688055047,1.53470119652068,0.051,0.016,1,"NS"
"chr6-3797235-3798667",0.0510240783524044,1.18969537576057,0.069,0.028,1,"NS"
"chr17-76736145-76738336",0.0510441676428323,0.351374780524228,0.448,0.307,1,"NS"
"chr3-195117733-195119097",0.0511000601826845,1.12213109923757,0.115,0.05,1,"NS"
"chr16-2602956-2604003",0.0511086546670568,-0.229728400278195,0.102,0.107,1,"NS"
"chr1-11719119-11720114",0.0511755332513159,-0.297374180947288,0.053,0.059,1,"NS"
"KI270713.1-20853-22238",0.0512468411259641,0.589092934929316,0.183,0.108,1,"NS"
"chr1-156282173-156283148",0.0512570268998781,0.539814834471425,0.191,0.117,1,"NS"
"chrX-74293238-74293726",0.0512885710470773,1.2781534987902,0.051,0.02,1,"NS"
"chr19-58498494-58499838",0.051299069953109,0.541901728504635,0.211,0.132,1,"NS"
"chr15-52179127-52180434",0.0513144725603628,-0.300726119997726,0.055,0.059,1,"NS"
"chr8-42842510-42844412",0.0513245040143347,0.459305075429364,0.238,0.155,1,"NS"
"chr1-19390934-19391589",0.0513319940705029,0.771173994870421,0.057,0.03,1,"NS"
"chr4-147683301-147684751",0.0513490472637314,0.577800084619075,0.159,0.094,1,"NS"
"chr4-52578574-52579395",0.05136165775691,1.28811346583009,0.079,0.03,1,"NS"
"chr12-49059484-49061260",0.0513822774891986,0.578409976146096,0.225,0.129,1,"NS"
"chr12-47828007-47829518",0.0514624726371299,0.864299822377675,0.083,0.041,1,"NS"
"chr17-41417410-41417994",0.0514877775146896,1.34902260523415,0.066,0.025,1,"NS"
"chr15-58877783-58878530",0.0515039693088732,1.41993882646756,0.064,0.023,1,"NS"
"chr15-85545057-85545470",0.0515087857017114,0.777264839473949,0.054,0.029,1,"NS"
"chr17-35893901-35894634",0.0515251292854488,1.06041527459848,0.114,0.053,1,"NS"
"chr14-74492790-74494249",0.0515530204524847,0.458156359592784,0.289,0.182,1,"NS"
"chr2-27889856-27891402",0.0515619851875161,0.417926757976083,0.218,0.141,1,"NS"
"chr12-106954896-106957194",0.0515642177902764,0.526832480422188,0.194,0.124,1,"NS"
"chr6-131948717-131951602",0.0515965582457272,1.20962084998653,0.099,0.04,1,"NS"
"chr7-74171774-74172522",0.0516097191762693,1.36067119390777,0.05,0.018,1,"NS"
"chr10-128125523-128127075",0.0516249515573405,-0.320412767168143,0.052,0.054,1,"NS"
"chr7-100929154-100930095",0.0516405500058227,1.2983910374649,0.058,0.024,1,"NS"
"chr8-55885428-55886937",0.0516474588632706,0.563857711379982,0.163,0.098,1,"NS"
"chr15-79178859-79179585",0.0516516977188626,1.28179863031039,0.052,0.02,1,"NS"
"chr13-31160802-31162672",0.0516894572541223,0.449283771851911,0.238,0.151,1,"NS"
"chr6-26532625-26533378",0.0516944728108922,0.85608639620139,0.072,0.036,1,"NS"
"chr22-37658134-37659309",0.0517135411492884,-0.240001181470124,0.142,0.149,1,"NS"
"chr1-169367184-169368698",0.0517792711851906,0.65970235122008,0.155,0.085,1,"NS"
"chr1-88432946-88433920",0.0518225981693945,1.45843535298355,0.055,0.02,1,"NS"
"chr20-50794561-50795604",0.0518505979647026,0.924177700118827,0.138,0.067,1,"NS"
"chr17-76485608-76485817",0.0518544306545368,0.7341149369356,0.052,0.028,1,"NS"
"chr19-53580622-53581604",0.0518695515914974,1.44266674196088,0.066,0.025,1,"NS"
"chr4-47468628-47469069",0.0518709465867895,1.3446949043723,0.05,0.018,1,"NS"
"chr16-56681793-56682893",0.0519006983379031,0.641788394510354,0.13,0.075,1,"NS"
"chr14-67619336-67620672",0.0519460073107236,0.554237747430475,0.227,0.141,1,"NS"
"chr3-53254615-53256349",0.0519509493202484,0.621900008867153,0.195,0.112,1,"NS"
"chr2-46326066-46326859",0.0519571794684142,1.30117617506976,0.083,0.031,1,"NS"
"chr16-20740887-20742130",0.0519699382571383,0.599028378212469,0.172,0.1,1,"NS"
"chr10-87054505-87055421",0.0519795160529304,0.932816451117395,0.096,0.046,1,"NS"
"chr3-195259004-195261057",0.0520270636287665,0.66363051687665,0.232,0.133,1,"NS"
"chr14-23285253-23287159",0.0520599008334408,0.482841917619958,0.265,0.167,1,"NS"
"chr2-109604168-109605021",0.0520825248577607,1.32317178886533,0.082,0.033,1,"NS"
"chr1-200669255-200670595",0.0520909810939837,0.533133019552469,0.338,0.205,1,"NS"
"chr4-183421728-183422632",0.052093743781074,1.28924308195945,0.067,0.026,1,"NS"
"chr15-101723744-101724854",0.0521102748320168,0.771908926185078,0.132,0.068,1,"NS"
"chr20-14153876-14154948",0.0521140721412626,1.43684125996438,0.063,0.021,1,"NS"
"chr1-202888292-202889411",0.0521587471448831,0.675048056651827,0.211,0.117,1,"NS"
"chr19-10334435-10335170",0.0521592288330049,-0.137659734344676,0.097,0.093,1,"NS"
"chr1-87140628-87141644",0.0521630186342762,1.45776025551651,0.097,0.036,1,"NS"
"chr7-96926679-96927700",0.0521649905851205,1.54854258422272,0.054,0.019,1,"NS"
"chr20-35606801-35607827",0.0521796345262825,1.39828700256555,0.074,0.028,1,"NS"
"chr1-235073257-235074229",0.0521828311779553,0.989289634742479,0.102,0.047,1,"NS"
"chr16-11349276-11351001",0.0521887626909243,0.799403266126413,0.095,0.049,1,"NS"
"chr4-26221615-26222282",0.0522281972677651,1.07117068700723,0.081,0.037,1,"NS"
"chr21-31787335-31788235",0.0522295994349989,1.27799846860478,0.063,0.024,1,"NS"
"chr8-10893033-10894010",0.0522542648354681,1.24701718301354,0.108,0.044,1,"NS"
"chr9-137604826-137607327",0.0522587350977509,0.363546422477128,0.373,0.25,1,"NS"
"chr7-142869056-142869998",0.0522591183728016,1.03961565634764,0.135,0.063,1,"NS"
"chr9-303989-305180",0.0522868427145425,1.77052437766428,0.054,0.016,1,"NS"
"chr19-4815443-4815949",0.052301499706309,-0.206738579178832,0.059,0.061,1,"NS"
"chr19-53196713-53198104",0.0523374132032966,0.573580643407752,0.212,0.128,1,"NS"
"chr19-12736210-12737645",0.052378872218669,0.522627833206185,0.276,0.169,1,"NS"
"chr8-144094281-144096294",0.0523869841830852,0.497987407388154,0.249,0.159,1,"NS"
"chr6-163355839-163356744",0.0523951825212402,0.682850536783825,0.183,0.104,1,"NS"
"chr9-34522200-34523697",0.0524220142933821,0.72850763260684,0.15,0.08,1,"NS"
"chr19-19668454-19670469",0.0524364121142723,0.599417770948188,0.146,0.087,1,"NS"
"chr3-45551307-45552001",0.0524365358569863,1.06612433510451,0.136,0.064,1,"NS"
"chr11-111870647-111871723",0.0525305064465947,0.906914310324662,0.091,0.042,1,"NS"
"chr2-96888365-96888832",0.052531913209779,1.27975241020754,0.068,0.024,1,"NS"
"chr6-13573765-13575443",0.0525339257466827,0.567404003087753,0.225,0.139,1,"NS"
"chr2-191622649-191623323",0.0525385635326299,0.874885856170982,0.067,0.033,1,"NS"
"chr19-36837629-36838980",0.0525393726110585,0.668888351457389,0.166,0.093,1,"NS"
"chr3-97764029-97765075",0.0526116004996357,0.762319859667369,0.066,0.036,1,"NS"
"chr11-8833634-8834219",0.0526187625043605,1.16952353274994,0.062,0.024,1,"NS"
"chr13-20773145-20774270",0.0526436753827822,0.617229059113079,0.205,0.116,1,"NS"
"chr2-41456506-41457488",0.0526860008775207,1.21011720765686,0.059,0.025,1,"NS"
"chr14-77075698-77077295",0.0526883463200417,0.79826401926931,0.079,0.041,1,"NS"
"chr15-26025987-26026985",0.0526893187696198,1.44916301361754,0.053,0.017,1,"NS"
"chrX-130401362-130402694",0.0527205940261755,0.98343772918525,0.058,0.028,1,"NS"
"chr1-31154437-31155714",0.0527439606216374,0.77404642608179,0.197,0.103,1,"NS"
"chr3-187840668-187842046",0.052772965408596,1.22607956038734,0.082,0.033,1,"NS"
"chr7-12647287-12648087",0.0528561224315344,1.14433430949198,0.076,0.03,1,"NS"
"chr11-75814167-75815914",0.0528733020747492,0.410074123362262,0.316,0.21,1,"NS"
"chr8-9087665-9089131",0.0528737027237938,0.868098839675346,0.129,0.065,1,"NS"
"chr18-77114368-77115285",0.0528762811891047,-0.377096528469865,0.091,0.105,1,"NS"
"chr11-43680069-43681418",0.0528812152868186,0.498057893576449,0.162,0.1,1,"NS"
"chr1-33180467-33182289",0.0528956793743911,0.736791772236068,0.231,0.121,1,"NS"
"chr19-47315130-47315747",0.0529322933849534,0.419738471355848,0.138,0.091,1,"NS"
"chr16-12062403-12063036",0.0529323712060092,0.673073544804445,0.075,0.041,1,"NS"
"chr3-153221720-153222438",0.0529566064260535,0.549521520834387,0.101,0.063,1,"NS"
"chr8-58396453-58397430",0.0529567745997816,0.640513427668977,0.089,0.051,1,"NS"
"chr1-204437697-204438451",0.0529607893302618,1.28552335912281,0.071,0.029,1,"NS"
"chr2-174023612-174024658",0.0529621441794338,0.919927580610704,0.118,0.058,1,"NS"
"chr7-75914237-75916032",0.0529728050844604,0.612546648978647,0.269,0.156,1,"NS"
"chr2-70108230-70109684",0.0530136426023687,1.03764875803468,0.133,0.062,1,"NS"
"chr10-110207354-110208330",0.0530349509766789,1.23893493356477,0.052,0.02,1,"NS"
"chr11-64916037-64917654",0.0530756141638128,0.557730797076064,0.266,0.155,1,"NS"
"chr2-20219604-20220202",0.0530944886083854,0.435476656552745,0.053,0.039,1,"NS"
"chr6-32843590-32844971",0.0531073870494635,-0.257952692827162,0.084,0.087,1,"NS"
"chr20-8018863-8020038",0.053107461645528,0.777621121235043,0.132,0.068,1,"NS"
"chr18-63074428-63075455",0.0531935289892827,1.20228322490634,0.068,0.028,1,"NS"
"chr19-22052028-22053415",0.0531972192402574,1.17215957193135,0.054,0.023,1,"NS"
"chr6-166381801-166384106",0.0532231075330729,0.486394507032166,0.278,0.176,1,"NS"
"chr17-81981412-81982608",0.0532438216172908,0.950975488811304,0.125,0.058,1,"NS"
"chr15-42056782-42058288",0.0532529833108807,0.820378178988527,0.183,0.093,1,"NS"
"chr9-127802168-127803862",0.0532673899778604,-0.109997471458124,0.161,0.141,1,"NS"
"chr1-161153462-161154541",0.0532927380275272,0.911148234177586,0.122,0.059,1,"NS"
"chr10-69179284-69180778",0.0533004343669549,0.636117965247307,0.173,0.1,1,"NS"
"chr6-26215362-26217442",0.0533338153065946,0.459577908368338,0.264,0.163,1,"NS"
"chr11-9313785-9315091",0.0533488545197254,0.617133628817615,0.208,0.118,1,"NS"
"chr6-149746168-149746735",0.0533735493762687,1.08188536703359,0.065,0.029,1,"NS"
"chr7-65373289-65374323",0.0533975117279166,0.638937940606338,0.099,0.056,1,"NS"
"chr11-117928881-117930532",0.053445294407001,1.02300850697939,0.122,0.055,1,"NS"
"chr14-61489940-61490266",0.0534828373499702,0.851868003427248,0.071,0.035,1,"NS"
"chr16-10753033-10753447",0.0534878927166333,0.659898963336469,0.057,0.033,1,"NS"
"chr15-63188911-63190292",0.0534957508755582,0.528378710362736,0.222,0.14,1,"NS"
"chr16-49281335-49282523",0.0534988724999284,-0.26695994418685,0.076,0.082,1,"NS"
"chr1-246608555-246609841",0.0535780507988935,1.00101462892572,0.117,0.057,1,"NS"
"chr6-85592771-85594607",0.0535838255377976,0.559494036433637,0.223,0.135,1,"NS"
"chr19-46859854-46861551",0.0535973801945718,-0.170182268405533,0.152,0.148,1,"NS"
"chr10-31758470-31760589",0.0535983563041463,0.562133224359166,0.291,0.176,1,"NS"
"chr3-53166820-53167232",0.0536290942580362,-0.430608024782776,0.041,0.051,1,"NS"
"chr12-120116076-120117642",0.0536531219787933,0.47848014341914,0.254,0.159,1,"NS"
"chr9-136686648-136687861",0.0536893665556242,-0.214318897766321,0.098,0.095,1,"NS"
"chr11-67681892-67683003",0.0536902682304731,1.0804757527116,0.089,0.04,1,"NS"
"chr13-32314416-32316233",0.053729653795516,0.542272129312396,0.239,0.147,1,"NS"
"chr7-150320568-150321283",0.0537404591406124,1.50033584919032,0.064,0.021,1,"NS"
"chr4-37825430-37827871",0.0537447044255622,0.571956747670672,0.184,0.107,1,"NS"
"chr14-68814459-68815346",0.05375526338593,0.726732256465388,0.074,0.039,1,"NS"
"chr8-134848642-134849361",0.0537771702593592,1.5611748642786,0.059,0.02,1,"NS"
"chr16-4263434-4264272",0.0537778218941573,1.05641713602614,0.051,0.022,1,"NS"
"chr12-12716374-12718527",0.0537820705621897,0.505433191851995,0.222,0.136,1,"NS"
"chr16-25224333-25225629",0.0538259958373909,1.0915494525909,0.105,0.044,1,"NS"
"chr7-2608977-2609341",0.0539215698615023,0.572000724008181,0.063,0.037,1,"NS"
"chr1-19596266-19597755",0.0539310435004673,-0.138144772161693,0.126,0.115,1,"NS"
"chr6-129552115-129552862",0.0539400485951797,1.33297107183512,0.069,0.027,1,"NS"
"chr17-59618795-59621177",0.0539401271879574,0.322386592732896,0.365,0.249,1,"NS"
"chr15-80726552-80728023",0.0539658850277988,1.28138160574571,0.09,0.037,1,"NS"
"chr4-39324427-39325530",0.0539816673970961,1.47096533767716,0.05,0.017,1,"NS"
"chr3-23095805-23097269",0.0540018430432505,1.32396355956941,0.064,0.022,1,"NS"
"chrX-134796033-134797422",0.0540079021686166,0.809264005233373,0.068,0.036,1,"NS"
"chr6-7699099-7700009",0.0540172124815338,1.58065071380511,0.062,0.021,1,"NS"
"chr15-40307650-40308208",0.05406741065349,-0.459499596188478,0.053,0.065,1,"NS"
"chr14-51846615-51847577",0.0540674898706794,-0.499671546952921,0.043,0.054,1,"NS"
"chr14-22956488-22957535",0.0540967197241158,0.650060522394393,0.108,0.06,1,"NS"
"chr2-43178309-43179371",0.0541136338219353,1.18024931431609,0.083,0.033,1,"NS"
"chr21-39750361-39751235",0.054118274834784,1.42587298862919,0.067,0.025,1,"NS"
"chr1-150281245-150282638",0.0541276826721976,-0.346238886480877,0.059,0.067,1,"NS"
"chr17-42608709-42610146",0.054176739903614,0.539666799631768,0.251,0.154,1,"NS"
"chr1-27872140-27873369",0.0541926211526875,0.443247117429442,0.133,0.085,1,"NS"
"chr12-50392390-50393284",0.0542078144047285,1.2115348375086,0.058,0.024,1,"NS"
"chr2-17517916-17518729",0.0542376192553054,1.47197524038,0.052,0.018,1,"NS"
"chr3-193872067-193872644",0.0543255915545796,1.41901756737625,0.056,0.02,1,"NS"
"chr2-23480680-23481364",0.0543333392766277,1.24569075367572,0.053,0.02,1,"NS"
"chr10-92418320-92420748",0.0543554012616397,0.826933404410272,0.072,0.037,1,"NS"
"chr13-48161781-48162086",0.0543701265848729,0.582525783591909,0.066,0.038,1,"NS"
"chr1-2204421-2205636",0.05439121807793,-0.119912897552269,0.203,0.18,1,"NS"
"chr8-102628303-102628893",0.054398978236467,1.42799394341531,0.05,0.017,1,"NS"
"chr7-99407889-99409436",0.0544084095603684,0.54059227651272,0.218,0.133,1,"NS"
"chr22-20956226-20958079",0.0544592202051167,0.809234569078879,0.114,0.059,1,"NS"
"chr21-39444862-39446196",0.0544926641660637,0.636524111586859,0.176,0.103,1,"NS"
"chr6-106097419-106099535",0.054498736993421,0.817333446983662,0.057,0.029,1,"NS"
"chr17-8964902-8966234",0.0545331481288329,-0.208257550948279,0.089,0.093,1,"NS"
"chr11-78380584-78381063",0.0546165505034054,1.22959667826827,0.052,0.02,1,"NS"
"chr20-34335498-34336446",0.0546337810064451,1.48219199978274,0.081,0.028,1,"NS"
"chr2-158456285-158458359",0.0546341747955998,-0.230197698823775,0.072,0.076,1,"NS"
"chr12-103929127-103931099",0.0546362966754723,0.429505968321911,0.349,0.224,1,"NS"
"chr5-36156005-36156979",0.0546663243592405,1.27703682464464,0.074,0.027,1,"NS"
"chr11-34173899-34175041",0.0546774713262918,1.02848683686694,0.061,0.026,1,"NS"
"chr2-235458333-235459265",0.0546985037644809,1.32931283343088,0.066,0.025,1,"NS"
"chr19-42129363-42129855",0.0547388462533688,-0.492060293363995,0.04,0.051,1,"NS"
"chr12-104656173-104657263",0.0547636613775209,1.18214343807495,0.106,0.043,1,"NS"
"chr22-30840531-30841835",0.054774933429096,1.36696337386568,0.057,0.022,1,"NS"
"chr2-48047084-48047540",0.0547802048419272,1.42433398449188,0.05,0.018,1,"NS"
"chr1-200659101-200659897",0.0548300153127141,1.1370095757574,0.057,0.024,1,"NS"
"chr1-101235567-101237076",0.0548583600240156,-0.29069903336525,0.063,0.067,1,"NS"
"chr9-115985391-115986111",0.0548586594801203,1.35737660056706,0.075,0.029,1,"NS"
"chr20-50046859-50047343",0.0548630305323422,0.602615499417604,0.111,0.066,1,"NS"
"chr12-121796993-121797485",0.0549250388748293,0.681171652282005,0.138,0.078,1,"NS"
"chr1-2642353-2643484",0.0549572696810585,-0.297117299269085,0.051,0.057,1,"NS"
"chr14-76960706-76962305",0.0550728001175503,0.7362475720775,0.17,0.091,1,"NS"
"chr3-43689952-43691734",0.0550940911020862,0.598131407730583,0.248,0.141,1,"NS"
"chr16-641531-642781",0.0550946117793262,0.594623042936298,0.214,0.126,1,"NS"
"chr1-206574970-206575865",0.0550979954560082,0.493265742737006,0.096,0.061,1,"NS"
"chr7-36366565-36367622",0.0551468798497484,0.92316941321083,0.128,0.065,1,"NS"
"chr1-66335908-66336878",0.0551502729265804,0.445397349125445,0.114,0.073,1,"NS"
"chr9-68530102-68531292",0.0551760496042286,1.17418868427112,0.079,0.033,1,"NS"
"chr7-152520689-152522687",0.0551763505436178,0.974358904340854,0.135,0.062,1,"NS"
"chr11-64844243-64844941",0.0552248134881889,0.862806725085401,0.126,0.065,1,"NS"
"chr9-34456928-34458924",0.0552385877642922,0.596107474369416,0.258,0.147,1,"NS"
"chr1-91893968-91894833",0.0552743780833152,1.24451852360095,0.071,0.029,1,"NS"
"chr1-66262148-66262602",0.0553163557557333,1.47865539461638,0.052,0.018,1,"NS"
"chr2-131104404-131106630",0.0553300145546828,0.533587468092104,0.208,0.128,1,"NS"
"chr11-36376215-36377965",0.0553441782345366,-0.388260689089879,0.064,0.072,1,"NS"
"chr11-73288701-73289735",0.0554119878322061,0.688635530376987,0.179,0.099,1,"NS"
"chr11-62504256-62504739",0.0554180537883313,1.14537586638989,0.096,0.04,1,"NS"
"chr1-114581088-114582218",0.0554259292150492,0.711717585524417,0.155,0.085,1,"NS"
"chr9-133162814-133164119",0.055490452833613,-0.150595352195208,0.078,0.072,1,"NS"
"chr17-4966406-4968804",0.0555400359142226,0.290451321524737,0.426,0.303,1,"NS"
"chr16-9078775-9079332",0.055555145755109,0.872598755658572,0.083,0.046,1,"NS"
"chr3-42811396-42812072",0.0555727360956493,1.20461861010248,0.056,0.024,1,"NS"
"chr11-741652-742487",0.0555793994637611,1.24416285144947,0.052,0.021,1,"NS"
"chrX-68827812-68830015",0.0555916130897569,0.632407892690189,0.163,0.09,1,"NS"
"chr4-174835117-174835967",0.0556205188275979,1.36826434306175,0.056,0.021,1,"NS"
"chr7-28178828-28180994",0.055621200348883,-0.134437186390137,0.077,0.072,1,"NS"
"chr1-36384808-36387019",0.0556530380044574,0.396968529790599,0.392,0.258,1,"NS"
"chr2-208368886-208370082",0.0556533079663602,1.53206003315444,0.057,0.02,1,"NS"
"chr1-26692193-26693478",0.0556597655690407,0.650160765089662,0.181,0.099,1,"NS"
"chr17-83099698-83100099",0.055688550800549,-0.397546560777419,0.052,0.06,1,"NS"
"chr12-32891996-32892638",0.0556966026427347,1.1117001786454,0.077,0.035,1,"NS"
"chr8-17576494-17577833",0.0557146638415894,0.771362973775213,0.086,0.046,1,"NS"
"chr16-67404087-67405660",0.0557669216002805,0.929914036699437,0.175,0.085,1,"NS"
"chr7-134637200-134638299",0.055774365194195,1.15126287945204,0.103,0.042,1,"NS"
"chr12-53320951-53321836",0.0558106392130521,0.502898442533091,0.179,0.111,1,"NS"
"chr1-153783023-153784004",0.0558236313893087,0.598789044444753,0.137,0.08,1,"NS"
"chr5-142239123-142239896",0.0558405583435225,1.53544706441327,0.057,0.019,1,"NS"
"chr13-33349405-33350787",0.0558540596927338,0.442319850754017,0.112,0.072,1,"NS"
"chr11-65899102-65900778",0.0558807373719484,-0.219421032530146,0.079,0.08,1,"NS"
"chr4-23038565-23039322",0.0560039295934315,1.18785290808105,0.074,0.032,1,"NS"
"chr3-161220860-161222150",0.0560164107523806,0.795722497181067,0.123,0.064,1,"NS"
"chr17-41496552-41497197",0.0560421623152269,1.16000832366258,0.064,0.027,1,"NS"
"chr19-17996695-17997163",0.0560900049607937,0.945645857991482,0.065,0.03,1,"NS"
"chr2-98444336-98445998",0.0560933094139005,0.625401905199703,0.144,0.084,1,"NS"
"chr6-27019453-27020508",0.0561202719002943,1.51591102358544,0.07,0.022,1,"NS"
"chr9-129776628-129777576",0.0561205473522694,1.0495539710881,0.061,0.027,1,"NS"
"chr17-69413978-69415269",0.0561311375934706,0.942221304546788,0.053,0.026,1,"NS"
"chr12-3065048-3066400",0.0561420231835031,1.03638852358488,0.101,0.046,1,"NS"
"chr6-79544835-79545425",0.0561460316783231,1.06746124021485,0.059,0.027,1,"NS"
"chr20-62237591-62239115",0.0561510602900918,0.543738369603527,0.304,0.184,1,"NS"
"chr19-1252427-1253814",0.0561955379426224,0.370496599046588,0.335,0.224,1,"NS"
"chr16-67805836-67807368",0.0562009571961345,0.535860333889822,0.303,0.182,1,"NS"
"chr10-89301127-89302304",0.0562414115481135,0.584941411371481,0.089,0.051,1,"NS"
